time,rpm,torque,omega,power
3.7331,8620.52,77.0426,902.739,69549.3
3.7332,8620.97,77.0426,902.786,69553
3.7333,8621.42,77.0427,902.833,69556.7
3.7334,8621.87,77.0427,902.88,69560.3
3.7335,8622.32,77.0428,902.927,69564
3.7336,8622.77,77.0429,902.974,69567.7
3.7337,8623.22,77.0429,903.021,69571.4
3.7338,8623.66,77.043,903.068,69575.1
3.7339,8624.11,77.043,903.115,69578.7
3.734,8624.56,77.0431,903.162,69582.4
3.7341,8625.01,77.0432,903.209,69586.1
3.7342,8625.46,77.0432,903.256,69589.8
3.7343,8625.91,77.0433,903.303,69593.4
3.7344,8626.36,77.0433,903.35,69597.1
3.7345,8626.81,77.0434,903.397,69600.8
3.7346,8627.26,77.0434,903.444,69604.5
3.7347,8627.71,77.0435,903.491,69608.1
3.7348,8628.16,77.0436,903.539,69611.8
3.7349,8628.61,77.0436,903.586,69615.5
3.735,8629.06,77.0437,903.633,69619.2
3.7351,8629.5,77.0437,903.68,69622.8
3.7352,8629.95,77.0438,903.727,69626.5
3.7353,8630.4,77.0438,903.774,69630.2
3.7354,8630.85,77.0439,903.821,69633.9
3.7355,8631.3,77.0439,903.868,69637.5
3.7356,8631.75,77.044,903.915,69641.2
3.7357,8632.2,77.044,903.962,69644.9
3.7358,8632.65,77.0441,904.009,69648.5
3.7359,8633.1,77.0441,904.056,69652.2
3.736,8633.55,77.0442,904.103,69655.9
3.7361,8634,77.0442,904.15,69659.5
3.7362,8634.45,77.0443,904.197,69663.2
3.7363,8634.9,77.0443,904.244,69666.9
3.7364,8635.34,77.0444,904.291,69670.5
3.7365,8635.79,77.0444,904.338,69674.2
3.7366,8636.24,77.0445,904.385,69677.9
3.7367,8636.69,77.0445,904.432,69681.5
3.7368,8637.14,77.0446,904.479,69685.2
3.7369,8637.59,77.0446,904.526,69688.9
3.737,8638.04,77.0447,904.573,69692.5
3.7371,8638.49,77.0447,904.621,69696.2
3.7372,8638.94,77.0447,904.668,69699.9
3.7373,8639.39,77.0448,904.715,69703.5
3.7374,8639.84,77.0448,904.762,69707.2
3.7375,8640.29,77.0449,904.809,69710.9
3.7376,8640.74,77.0449,904.856,69714.5
3.7377,8641.19,77.045,904.903,69718.2
3.7378,8641.63,77.045,904.95,69721.9
3.7379,8642.08,77.045,904.997,69725.5
3.738,8642.53,77.0451,905.044,69729.2
3.7381,8642.98,77.0451,905.091,69732.8
3.7382,8643.43,77.0452,905.138,69736.5
3.7383,8643.88,77.0452,905.185,69740.2
3.7384,8644.33,77.0452,905.232,69743.8
3.7385,8644.78,77.0453,905.279,69747.5
3.7386,8645.23,77.0453,905.326,69751.1
3.7387,8645.68,77.0454,905.373,69754.8
3.7388,8646.13,77.0454,905.42,69758.5
3.7389,8646.58,77.0454,905.467,69762.1
3.739,8647.03,77.0455,905.514,69765.8
3.7391,8647.47,77.0455,905.561,69769.4
3.7392,8647.92,77.0455,905.608,69773.1
3.7393,8648.37,77.0456,905.656,69776.7
3.7394,8648.82,77.0456,905.703,69780.4
3.7395,8649.27,77.0456,905.75,69784.1
3.7396,8649.72,77.0457,905.797,69787.7
3.7397,8650.17,77.0457,905.844,69791.4
3.7398,8650.62,77.0457,905.891,69795
3.7399,8651.07,77.0458,905.938,69798.7
3.74,8651.52,77.0458,905.985,69802.3
3.7401,8651.97,77.0458,906.032,69806
3.7402,8652.42,77.0459,906.079,69809.6
3.7403,8652.87,77.0459,906.126,69813.3
3.7404,8653.31,77.0459,906.173,69816.9
3.7405,8653.76,77.046,906.22,69820.6
3.7406,8654.21,77.046,906.267,69824.2
3.7407,8654.66,77.046,906.314,69827.9
3.7408,8655.11,77.046,906.361,69831.5
3.7409,8655.56,77.0461,906.408,69835.2
3.741,8656.01,77.0461,906.455,69838.8
3.7411,8656.46,77.0461,906.502,69842.5
3.7412,8656.91,77.0462,906.549,69846.1
3.7413,8657.36,77.0462,906.596,69849.8
3.7414,8657.81,77.0462,906.643,69853.4
3.7415,8658.26,77.0462,906.691,69857.1
3.7416,8658.71,77.0463,906.738,69860.7
3.7417,8659.16,77.0463,906.785,69864.4
3.7418,8659.6,77.0463,906.832,69868
3.7419,8660.05,77.0463,906.879,69871.7
3.742,8660.5,77.0464,906.926,69875.3
3.7421,8660.95,77.0464,906.973,69879
3.7422,8661.4,77.0464,907.02,69882.6
3.7423,8661.85,77.0464,907.067,69886.3
3.7424,8662.3,77.0464,907.114,69889.9
3.7425,8662.75,77.0465,907.161,69893.5
3.7426,8663.2,77.0465,907.208,69897.2
3.7427,8663.65,77.0465,907.255,69900.8
3.7428,8664.1,77.0465,907.302,69904.5
3.7429,8664.55,77.0465,907.349,69908.1
3.743,8665,77.0466,907.396,69911.8
3.7431,8665.44,77.0466,907.443,69915.4
3.7432,8665.89,77.0466,907.49,69919
3.7433,8666.34,77.0466,907.537,69922.7
3.7434,8666.79,77.0466,907.584,69926.3
3.7435,8667.24,77.0466,907.631,69930
3.7436,8667.69,77.0467,907.678,69933.6
3.7437,8668.14,77.0467,907.726,69937.2
3.7438,8668.59,77.0467,907.773,69940.9
3.7439,8669.04,77.0467,907.82,69944.5
3.744,8669.49,77.0467,907.867,69948.2
3.7441,8669.94,77.0467,907.914,69951.8
3.7442,8670.39,77.0467,907.961,69955.4
3.7443,8670.84,77.0468,908.008,69959.1
3.7444,8671.29,77.0468,908.055,69962.7
3.7445,8671.73,77.0468,908.102,69966.3
3.7446,8672.18,77.0468,908.149,69970
3.7447,8672.63,77.0468,908.196,69973.6
3.7448,8673.08,77.0468,908.243,69977.2
3.7449,8673.53,77.0468,908.29,69980.9
3.745,8673.98,77.0468,908.337,69984.5
3.7451,8674.43,77.0469,908.384,69988.1
3.7452,8674.88,77.0469,908.431,69991.8
3.7453,8675.33,77.0469,908.478,69995.4
3.7454,8675.78,77.0469,908.525,69999
3.7455,8676.23,77.0469,908.572,70002.7
3.7456,8676.68,77.0469,908.619,70006.3
3.7457,8677.13,77.0469,908.666,70009.9
3.7458,8677.57,77.0469,908.714,70013.6
3.7459,8678.02,77.0469,908.761,70017.2
3.746,8678.47,77.0469,908.808,70020.8
3.7461,8678.92,77.0469,908.855,70024.5
3.7462,8679.37,77.0469,908.902,70028.1
3.7463,8679.82,77.0469,908.949,70031.7
3.7464,8680.27,77.0469,908.996,70035.3
3.7465,8680.72,77.0469,909.043,70039
3.7466,8681.17,77.0469,909.09,70042.6
3.7467,8681.62,77.0469,909.137,70046.2
3.7468,8682.07,77.0469,909.184,70049.9
3.7469,8682.52,77.0469,909.231,70053.5
3.747,8682.97,77.0469,909.278,70057.1
3.7471,8683.42,77.0469,909.325,70060.7
3.7472,8683.86,77.0469,909.372,70064.4
3.7473,8684.31,77.0469,909.419,70068
3.7474,8684.76,77.0469,909.466,70071.6
3.7475,8685.21,77.0469,909.513,70075.2
3.7476,8685.66,77.0469,909.56,70078.8
3.7477,8686.11,77.0469,909.607,70082.5
3.7478,8686.56,77.0469,909.654,70086.1
3.7479,8687.01,77.0469,909.702,70089.7
3.748,8687.46,77.0469,909.749,70093.3
3.7481,8687.91,77.0469,909.796,70097
3.7482,8688.36,77.0469,909.843,70100.6
3.7483,8688.81,77.0469,909.89,70104.2
3.7484,8689.26,77.0469,909.937,70107.8
3.7485,8689.71,77.0469,909.984,70111.4
3.7486,8690.15,77.0469,910.031,70115.1
3.7487,8690.6,77.0469,910.078,70118.7
3.7488,8691.05,77.0469,910.125,70122.3
3.7489,8691.5,77.0469,910.172,70125.9
3.749,8691.95,77.0469,910.219,70129.5
3.7491,8692.4,77.0469,910.266,70133.2
3.7492,8692.85,77.0469,910.313,70136.8
3.7493,8693.3,77.0469,910.36,70140.4
3.7494,8693.75,77.0468,910.407,70144
3.7495,8694.2,77.0468,910.454,70147.6
3.7496,8694.65,77.0468,910.501,70151.2
3.7497,8695.1,77.0468,910.548,70154.8
3.7498,8695.55,77.0468,910.595,70158.5
3.7499,8695.99,77.0468,910.642,70162.1
3.75,8696.44,77.0468,910.689,70165.7
3.7501,8696.89,77.0468,910.737,70169.3
3.7502,8697.34,77.0468,910.784,70172.9
3.7503,8697.79,77.0467,910.831,70176.5
3.7504,8698.24,77.0467,910.878,70180.1
3.7505,8698.69,77.0467,910.925,70183.8
3.7506,8699.14,77.0467,910.972,70187.4
3.7507,8699.59,77.0467,911.019,70191
3.7508,8700.04,77.0467,911.066,70194.6
3.7509,8700.49,77.0466,911.113,70198.2
3.751,8700.94,77.0466,911.16,70201.8
3.7511,8701.39,77.0466,911.207,70205.4
3.7512,8701.84,77.0466,911.254,70209
3.7513,8702.28,77.0466,911.301,70212.6
3.7514,8702.73,77.0466,911.348,70216.2
3.7515,8703.18,77.0465,911.395,70219.9
3.7516,8703.63,77.0465,911.442,70223.5
3.7517,8704.08,77.0465,911.489,70227.1
3.7518,8704.53,77.0465,911.536,70230.7
3.7519,8704.98,77.0465,911.583,70234.3
3.752,8705.43,77.0464,911.63,70237.9
3.7521,8705.88,77.0464,911.677,70241.5
3.7522,8706.33,77.0464,911.725,70245.1
3.7523,8706.78,77.0464,911.772,70248.7
3.7524,8707.23,77.0464,911.819,70252.3
3.7525,8707.68,77.0463,911.866,70255.9
3.7526,8708.12,77.0463,911.913,70259.5
3.7527,8708.57,77.0463,911.96,70263.1
3.7528,8709.02,77.0463,912.007,70266.7
3.7529,8709.47,77.0462,912.054,70270.3
3.753,8709.92,77.0462,912.101,70273.9
3.7531,8710.37,77.0462,912.148,70277.5
3.7532,8710.82,77.0462,912.195,70281.1
3.7533,8711.27,77.0461,912.242,70284.7
3.7534,8711.72,77.0461,912.289,70288.3
3.7535,8712.17,77.0461,912.336,70291.9
3.7536,8712.62,77.046,912.383,70295.5
3.7537,8713.07,77.046,912.43,70299.1
3.7538,8713.52,77.046,912.477,70302.7
3.7539,8713.97,77.046,912.524,70306.3
3.754,8714.41,77.0459,912.571,70309.9
3.7541,8714.86,77.0459,912.618,70313.5
3.7542,8715.31,77.0459,912.665,70317.1
3.7543,8715.76,77.0458,912.712,70320.7
3.7544,8716.21,77.0458,912.76,70324.3
3.7545,8716.66,77.0458,912.807,70327.9
3.7546,8717.11,77.0457,912.854,70331.5
3.7547,8717.56,77.0457,912.901,70335.1
3.7548,8718.01,77.0457,912.948,70338.7
3.7549,8718.46,77.0456,912.995,70342.3
3.755,8718.91,77.0456,913.042,70345.9
3.7551,8719.36,77.0456,913.089,70349.5
3.7552,8719.81,77.0455,913.136,70353.1
3.7553,8720.25,77.0455,913.183,70356.6
3.7554,8720.7,77.0455,913.23,70360.2
3.7555,8721.15,77.0454,913.277,70363.8
3.7556,8721.6,77.0454,913.324,70367.4
3.7557,8722.05,77.0454,913.371,70371
3.7558,8722.5,77.0453,913.418,70374.6
3.7559,8722.95,77.0453,913.465,70378.2
3.756,8723.4,77.0452,913.512,70381.8
3.7561,8723.85,77.0452,913.559,70385.4
3.7562,8724.3,77.0452,913.606,70389
3.7563,8724.75,77.0451,913.653,70392.5
3.7564,8725.2,77.0451,913.7,70396.1
3.7565,8725.65,77.045,913.747,70399.7
3.7566,8726.1,77.045,913.795,70403.3
3.7567,8726.54,77.045,913.842,70406.9
3.7568,8726.99,77.0449,913.889,70410.5
3.7569,8727.44,77.0449,913.936,70414.1
3.757,8727.89,77.0448,913.983,70417.6
3.7571,8728.34,77.0448,914.03,70421.2
3.7572,8728.79,77.0447,914.077,70424.8
3.7573,8729.24,77.0447,914.124,70428.4
3.7574,8729.69,77.0447,914.171,70432
3.7575,8730.14,77.0446,914.218,70435.6
3.7576,8730.59,77.0446,914.265,70439.2
3.7577,8731.04,77.0445,914.312,70442.7
3.7578,8731.49,77.0445,914.359,70446.3
3.7579,8731.94,77.0444,914.406,70449.9
3.758,8732.38,77.0444,914.453,70453.5
3.7581,8732.83,77.0443,914.5,70457.1
3.7582,8733.28,77.0443,914.547,70460.6
3.7583,8733.73,77.0442,914.594,70464.2
3.7584,8734.18,77.0442,914.641,70467.8
3.7585,8734.63,77.0441,914.688,70471.4
3.7586,8735.08,77.0441,914.735,70475
3.7587,8735.53,77.044,914.782,70478.5
3.7588,8735.98,77.044,914.83,70482.1
3.7589,8736.43,77.0439,914.877,70485.7
3.759,8736.88,77.0439,914.924,70489.3
3.7591,8737.33,77.0438,914.971,70492.8
3.7592,8737.78,77.0438,915.018,70496.4
3.7593,8738.22,77.0437,915.065,70500
3.7594,8738.67,77.0437,915.112,70503.6
3.7595,8739.12,77.0436,915.159,70507.1
3.7596,8739.57,77.0436,915.206,70510.7
3.7597,8740.02,77.0435,915.253,70514.3
3.7598,8740.47,77.0435,915.3,70517.9
3.7599,8740.92,77.0434,915.347,70521.4
3.76,8741.37,77.0433,915.394,70525
3.7601,8741.82,77.0433,915.441,70528.6
3.7602,8742.27,77.0432,915.488,70532.2
3.7603,8742.72,77.0432,915.535,70535.7
3.7604,8743.17,77.0431,915.582,70539.3
3.7605,8743.62,77.0431,915.629,70542.9
3.7606,8744.06,77.043,915.676,70546.4
3.7607,8744.51,77.0429,915.723,70550
3.7608,8744.96,77.0429,915.77,70553.6
3.7609,8745.41,77.0428,915.817,70557.2
3.761,8745.86,77.0428,915.864,70560.7
3.7611,8746.31,77.0427,915.912,70564.3
3.7612,8746.76,77.0426,915.959,70567.9
3.7613,8747.21,77.0426,916.006,70571.4
3.7614,8747.66,77.0425,916.053,70575
3.7615,8748.11,77.0424,916.1,70578.6
3.7616,8748.56,77.0424,916.147,70582.1
3.7617,8749.01,77.0423,916.194,70585.7
3.7618,8749.46,77.0423,916.241,70589.3
3.7619,8749.9,77.0422,916.288,70592.8
3.762,8750.35,77.0421,916.335,70596.4
3.7621,8750.8,77.0421,916.382,70599.9
3.7622,8751.25,77.042,916.429,70603.5
3.7623,8751.7,77.0419,916.476,70607.1
3.7624,8752.15,77.0419,916.523,70610.6
3.7625,8752.6,77.0418,916.57,70614.2
3.7626,8753.05,77.0417,916.617,70617.8
3.7627,8753.5,77.0417,916.664,70621.3
3.7628,8753.95,77.0416,916.711,70624.9
3.7629,8754.4,77.0415,916.758,70628.4
3.763,8754.85,77.0414,916.805,70632
3.7631,8755.3,77.0414,916.852,70635.6
3.7632,8755.74,77.0413,916.899,70639.1
3.7633,8756.19,77.0412,916.946,70642.7
3.7634,8756.64,77.0412,916.993,70646.2
3.7635,8757.09,77.0411,917.041,70649.8
3.7636,8757.54,77.041,917.088,70653.4
3.7637,8757.99,77.0409,917.135,70656.9
3.7638,8758.44,77.0409,917.182,70660.5
3.7639,8758.89,77.0408,917.229,70664
3.764,8759.34,77.0407,917.276,70667.6
3.7641,8759.79,77.0407,917.323,70671.1
3.7642,8760.24,77.0406,917.37,70674.7
3.7643,8760.69,77.0405,917.417,70678.3
3.7644,8761.13,77.0404,917.464,70681.8
3.7645,8761.58,77.0404,917.511,70685.4
3.7646,8762.03,77.0403,917.558,70688.9
3.7647,8762.48,77.0402,917.605,70692.5
3.7648,8762.93,77.0401,917.652,70696
3.7649,8763.38,77.04,917.699,70699.6
3.765,8763.83,77.04,917.746,70703.1
3.7651,8764.28,77.0399,917.793,70706.7
3.7652,8764.73,77.0398,917.84,70710.2
3.7653,8765.18,77.0397,917.887,70713.8
3.7654,8765.63,77.0396,917.934,70717.3
3.7655,8766.08,77.0396,917.981,70720.9
3.7656,8766.53,77.0395,918.028,70724.4
3.7657,8766.97,77.0394,918.075,70728
3.7658,8767.42,77.0393,918.122,70731.5
3.7659,8767.87,77.0392,918.169,70735.1
3.766,8768.32,77.0392,918.217,70738.6
3.7661,8768.77,77.0391,918.264,70742.2
3.7662,8769.22,77.039,918.311,70745.7
3.7663,8769.67,77.0389,918.358,70749.3
3.7664,8770.12,77.0388,918.405,70752.8
3.7665,8770.57,77.0387,918.452,70756.4
3.7666,8771.02,77.0386,918.499,70759.9
3.7667,8771.47,77.0386,918.546,70763.4
3.7668,8771.92,77.0385,918.593,70767
3.7669,8772.36,77.0384,918.64,70770.5
3.767,8772.81,77.0383,918.687,70774.1
3.7671,8773.26,77.0382,918.734,70777.6
3.7672,8773.71,77.0381,918.781,70781.2
3.7673,8774.16,77.038,918.828,70784.7
3.7674,8774.61,77.038,918.875,70788.3
3.7675,8775.06,77.0379,918.922,70791.8
3.7676,8775.51,77.0378,918.969,70795.3
3.7677,8775.96,77.0377,919.016,70798.9
3.7678,8776.41,77.0376,919.063,70802.4
3.7679,8776.86,77.0375,919.11,70806
3.768,8777.31,77.0374,919.157,70809.5
3.7681,8777.75,77.0373,919.204,70813
3.7682,8778.2,77.0372,919.251,70816.6
3.7683,8778.65,77.0371,919.298,70820.1
3.7684,8779.1,77.037,919.345,70823.6
3.7685,8779.55,77.0369,919.392,70827.2
3.7686,8780,77.0368,919.44,70830.7
3.7687,8780.45,77.0368,919.487,70834.3
3.7688,8780.9,77.0367,919.534,70837.8
3.7689,8781.35,77.0366,919.581,70841.3
3.769,8781.8,77.0365,919.628,70844.9
3.7691,8782.25,77.0364,919.675,70848.4
3.7692,8782.7,77.0363,919.722,70851.9
3.7693,8783.14,77.0362,919.769,70855.5
3.7694,8783.59,77.0361,919.816,70859
3.7695,8784.04,77.036,919.863,70862.5
3.7696,8784.49,77.0359,919.91,70866.1
3.7697,8784.94,77.0358,919.957,70869.6
3.7698,8785.39,77.0357,920.004,70873.1
3.7699,8785.84,77.0356,920.051,70876.7
3.77,8786.29,77.0355,920.098,70880.2
3.7701,8786.74,77.0354,920.145,70883.7
3.7702,8787.19,77.0353,920.192,70887.3
3.7703,8787.64,77.0352,920.239,70890.8
3.7704,8788.09,77.0351,920.286,70894.3
3.7705,8788.53,77.035,920.333,70897.8
3.7706,8788.98,77.0349,920.38,70901.4
3.7707,8789.43,77.0348,920.427,70904.9
3.7708,8789.88,77.0347,920.474,70908.4
3.7709,8790.33,77.0346,920.521,70912
3.771,8790.78,77.0345,920.568,70915.5
3.7711,8791.23,77.0343,920.615,70919
3.7712,8791.68,77.0342,920.662,70922.5
3.7713,8792.13,77.0341,920.709,70926.1
3.7714,8792.58,77.034,920.756,70929.6
3.7715,8793.03,77.0339,920.804,70933.1
3.7716,8793.48,77.0338,920.851,70936.6
3.7717,8793.92,77.0337,920.898,70940.2
3.7718,8794.37,77.0336,920.945,70943.7
3.7719,8794.82,77.0335,920.992,70947.2
3.772,8795.27,77.0334,921.039,70950.7
3.7721,8795.72,77.0333,921.086,70954.2
3.7722,8796.17,77.0332,921.133,70957.8
3.7723,8796.62,77.033,921.18,70961.3
3.7724,8797.07,77.0329,921.227,70964.8
3.7725,8797.52,77.0328,921.274,70968.3
3.7726,8797.97,77.0327,921.321,70971.8
3.7727,8798.42,77.0326,921.368,70975.4
3.7728,8798.86,77.0325,921.415,70978.9
3.7729,8799.31,77.0324,921.462,70982.4
3.773,8799.76,77.0323,921.509,70985.9
3.7731,8800.21,77.0321,921.556,70989.4
3.7732,8800.66,77.032,921.603,70993
3.7733,8801.11,77.0319,921.65,70996.5
3.7734,8801.56,77.0318,921.697,71000
3.7735,8802.01,77.0317,921.744,71003.5
3.7736,8802.46,77.0316,921.791,71007
3.7737,8802.91,77.0315,921.838,71010.5
3.7738,8803.36,77.0313,921.885,71014.1
3.7739,8803.81,77.0312,921.932,71017.6
3.774,8804.25,77.0311,921.979,71021.1
3.7741,8804.7,77.031,922.026,71024.6
3.7742,8805.15,77.0309,922.073,71028.1
3.7743,8805.6,77.0307,922.12,71031.6
3.7744,8806.05,77.0306,922.167,71035.1
3.7745,8806.5,77.0305,922.214,71038.6
3.7746,8806.95,77.0304,922.262,71042.2
3.7747,8807.4,77.0303,922.309,71045.7
3.7748,8807.85,77.0301,922.356,71049.2
3.7749,8808.3,77.03,922.403,71052.7
3.775,8808.75,77.0299,922.45,71056.2
3.7751,8809.19,77.0298,922.497,71059.7
3.7752,8809.64,77.0296,922.544,71063.2
3.7753,8810.09,77.0295,922.591,71066.7
3.7754,8810.54,77.0294,922.638,71070.2
3.7755,8810.99,77.0293,922.685,71073.7
3.7756,8811.44,77.0291,922.732,71077.2
3.7757,8811.89,77.029,922.779,71080.8
3.7758,8812.34,77.0289,922.826,71084.3
3.7759,8812.79,77.0288,922.873,71087.8
3.776,8813.24,77.0286,922.92,71091.3
3.7761,8813.69,77.0285,922.967,71094.8
3.7762,8814.13,77.0284,923.014,71098.3
3.7763,8814.58,77.0283,923.061,71101.8
3.7764,8815.03,77.0281,923.108,71105.3
3.7765,8815.48,77.028,923.155,71108.8
3.7766,8815.93,77.0279,923.202,71112.3
3.7767,8816.38,77.0277,923.249,71115.8
3.7768,8816.83,77.0276,923.296,71119.3
3.7769,8817.28,77.0275,923.343,71122.8
3.777,8817.73,77.0273,923.39,71126.3
3.7771,8818.18,77.0272,923.437,71129.8
3.7772,8818.63,77.0271,923.484,71133.3
3.7773,8819.07,77.027,923.531,71136.8
3.7774,8819.52,77.0268,923.578,71140.3
3.7775,8819.97,77.0267,923.625,71143.8
3.7776,8820.42,77.0266,923.672,71147.3
3.7777,8820.87,77.0264,923.719,71150.8
3.7778,8821.32,77.0263,923.766,71154.3
3.7779,8821.77,77.0261,923.813,71157.8
3.778,8822.22,77.026,923.86,71161.3
3.7781,8822.67,77.0259,923.908,71164.8
3.7782,8823.12,77.0257,923.955,71168.3
3.7783,8823.56,77.0256,924.002,71171.8
3.7784,8824.01,77.0255,924.049,71175.3
3.7785,8824.46,77.0253,924.096,71178.8
3.7786,8824.91,77.0252,924.143,71182.3
3.7787,8825.36,77.025,924.19,71185.8
3.7788,8825.81,77.0249,924.237,71189.2
3.7789,8826.26,77.0248,924.284,71192.7
3.779,8826.71,77.0246,924.331,71196.2
3.7791,8827.16,77.0245,924.378,71199.7
3.7792,8827.61,77.0243,924.425,71203.2
3.7793,8828.06,77.0242,924.472,71206.7
3.7794,8828.5,77.0241,924.519,71210.2
3.7795,8828.95,77.0239,924.566,71213.7
3.7796,8829.4,77.0238,924.613,71217.2
3.7797,8829.85,77.0236,924.66,71220.7
3.7798,8830.3,77.0235,924.707,71224.2
3.7799,8830.75,77.0233,924.754,71227.6
3.78,8831.2,77.0232,924.801,71231.1
3.7801,8831.65,77.0231,924.848,71234.6
3.7802,8832.1,77.0229,924.895,71238.1
3.7803,8832.55,77.0228,924.942,71241.6
3.7804,8832.99,77.0226,924.989,71245.1
3.7805,8833.44,77.0225,925.036,71248.6
3.7806,8833.89,77.0223,925.083,71252
3.7807,8834.34,77.0222,925.13,71255.5
3.7808,8834.79,77.022,925.177,71259
3.7809,8835.24,77.0219,925.224,71262.5
3.781,8835.69,77.0217,925.271,71266
3.7811,8836.14,77.0216,925.318,71269.5
3.7812,8836.59,77.0214,925.365,71273
3.7813,8837.04,77.0213,925.412,71276.4
3.7814,8837.49,77.0211,925.459,71279.9
3.7815,8837.93,77.021,925.506,71283.4
3.7816,8838.38,77.0208,925.553,71286.9
3.7817,8838.83,77.0207,925.6,71290.4
3.7818,8839.28,77.0205,925.647,71293.8
3.7819,8839.73,77.0204,925.694,71297.3
3.782,8840.18,77.0202,925.741,71300.8
3.7821,8840.63,77.0201,925.788,71304.3
3.7822,8841.08,77.0199,925.835,71307.8
3.7823,8841.53,77.0197,925.882,71311.2
3.7824,8841.98,77.0196,925.929,71314.7
3.7825,8842.42,77.0194,925.977,71318.2
3.7826,8842.87,77.0193,926.024,71321.7
3.7827,8843.32,77.0191,926.071,71325.1
3.7828,8843.77,77.019,926.118,71328.6
3.7829,8844.22,77.0188,926.165,71332.1
3.783,8844.67,77.0187,926.212,71335.6
3.7831,8845.12,77.0185,926.259,71339
3.7832,8845.57,77.0183,926.306,71342.5
3.7833,8846.02,77.0182,926.353,71346
3.7834,8846.47,77.018,926.4,71349.5
3.7835,8846.91,77.0179,926.447,71352.9
3.7836,8847.36,77.0177,926.494,71356.4
3.7837,8847.81,77.0175,926.541,71359.9
3.7838,8848.26,77.0174,926.588,71363.4
3.7839,8848.71,77.0172,926.635,71366.8
3.784,8849.16,77.017,926.682,71370.3
3.7841,8849.61,77.0169,926.729,71373.8
3.7842,8850.06,77.0167,926.776,71377.2
3.7843,8850.51,77.0166,926.823,71380.7
3.7844,8850.96,77.0164,926.87,71384.2
3.7845,8851.4,77.0162,926.917,71387.6
3.7846,8851.85,77.0161,926.964,71391.1
3.7847,8852.3,77.0159,927.011,71394.6
3.7848,8852.75,77.0157,927.058,71398
3.7849,8853.2,77.0156,927.105,71401.5
3.785,8853.65,77.0154,927.152,71405
3.7851,8854.1,77.0152,927.199,71408.4
3.7852,8854.55,77.0151,927.246,71411.9
3.7853,8855,77.0149,927.293,71415.4
3.7854,8855.44,77.0147,927.34,71418.8
3.7855,8855.89,77.0146,927.387,71422.3
3.7856,8856.34,77.0144,927.434,71425.8
3.7857,8856.79,77.0142,927.481,71429.2
3.7858,8857.24,77.014,927.528,71432.7
3.7859,8857.69,77.0139,927.575,71436.2
3.786,8858.14,77.0137,927.622,71439.6
3.7861,8858.59,77.0135,927.669,71443.1
3.7862,8859.04,77.0134,927.716,71446.5
3.7863,8859.49,77.0132,927.763,71450
3.7864,8859.93,77.013,927.81,71453.5
3.7865,8860.38,77.0128,927.857,71456.9
3.7866,8860.83,77.0127,927.904,71460.4
3.7867,8861.28,77.0125,927.951,71463.8
3.7868,8861.73,77.0123,927.998,71467.3
3.7869,8862.18,77.0121,928.045,71470.7
3.787,8862.63,77.012,928.092,71474.2
3.7871,8863.08,77.0118,928.139,71477.7
3.7872,8863.53,77.0116,928.186,71481.1
3.7873,8863.97,77.0114,928.233,71484.6
3.7874,8864.42,77.0113,928.28,71488
3.7875,8864.87,77.0111,928.327,71491.5
3.7876,8865.32,77.0109,928.374,71494.9
3.7877,8865.77,77.0107,928.421,71498.4
3.7878,8866.22,77.0105,928.468,71501.9
3.7879,8866.67,77.0104,928.515,71505.3
3.788,8867.12,77.0102,928.562,71508.8
3.7881,8867.57,77.01,928.609,71512.2
3.7882,8868.01,77.0098,928.656,71515.7
3.7883,8868.46,77.0096,928.703,71519.1
3.7884,8868.91,77.0095,928.75,71522.6
3.7885,8869.36,77.0093,928.797,71526
3.7886,8869.81,77.0091,928.844,71529.5
3.7887,8870.26,77.0089,928.891,71532.9
3.7888,8870.71,77.0087,928.938,71536.4
3.7889,8871.16,77.0085,928.985,71539.8
3.789,8871.61,77.0084,929.032,71543.3
3.7891,8872.05,77.0082,929.079,71546.7
3.7892,8872.5,77.008,929.126,71550.2
3.7893,8872.95,77.0078,929.173,71553.6
3.7894,8873.4,77.0076,929.22,71557.1
3.7895,8873.85,77.0074,929.267,71560.5
3.7896,8874.3,77.0072,929.314,71563.9
3.7897,8874.75,77.0071,929.361,71567.4
3.7898,8875.2,77.0069,929.408,71570.8
3.7899,8875.65,77.0067,929.455,71574.3
3.79,8876.09,77.0065,929.502,71577.7
3.7901,8876.54,77.0063,929.549,71581.2
3.7902,8876.99,77.0061,929.597,71584.6
3.7903,8877.44,77.0059,929.644,71588.1
3.7904,8877.89,77.0057,929.691,71591.5
3.7905,8878.34,77.0055,929.738,71594.9
3.7906,8878.79,77.0053,929.785,71598.4
3.7907,8879.24,77.0052,929.832,71601.8
3.7908,8879.69,77.005,929.879,71605.3
3.7909,8880.13,77.0048,929.926,71608.7
3.791,8880.58,77.0046,929.973,71612.1
3.7911,8881.03,77.0044,930.02,71615.6
3.7912,8881.48,77.0042,930.067,71619
3.7913,8881.93,77.004,930.114,71622.5
3.7914,8882.38,77.0038,930.161,71625.9
3.7915,8882.83,77.0036,930.208,71629.3
3.7916,8883.28,77.0034,930.255,71632.8
3.7917,8883.73,77.0032,930.302,71636.2
3.7918,8884.17,77.003,930.349,71639.6
3.7919,8884.62,77.0028,930.396,71643.1
3.792,8885.07,77.0026,930.443,71646.5
3.7921,8885.52,77.0024,930.49,71649.9
