time,rpm,torque,omega,power
0.0614,969.64,34.8369,101.54,3537.35
0.0615,969.686,34.838,101.545,3537.64
0.0616,969.732,34.8392,101.55,3537.92
0.0617,969.778,34.8403,101.555,3538.21
0.0618,969.824,34.8415,101.56,3538.49
0.0619,969.871,34.8426,101.565,3538.77
0.062,969.917,34.8437,101.569,3539.06
0.0621,969.963,34.8448,101.574,3539.34
0.0622,970.009,34.8459,101.579,3539.62
0.0623,970.056,34.847,101.584,3539.9
0.0624,970.102,34.8481,101.589,3540.18
0.0625,970.148,34.8492,101.594,3540.46
0.0626,970.195,34.8503,101.599,3540.74
0.0627,970.241,34.8514,101.603,3541.02
0.0628,970.287,34.8524,101.608,3541.29
0.0629,970.334,34.8535,101.613,3541.57
0.063,970.38,34.8545,101.618,3541.85
0.0631,970.426,34.8556,101.623,3542.12
0.0632,970.473,34.8566,101.628,3542.4
0.0633,970.519,34.8577,101.633,3542.67
0.0634,970.566,34.8587,101.637,3542.95
0.0635,970.612,34.8597,101.642,3543.22
0.0636,970.658,34.8607,101.647,3543.49
0.0637,970.705,34.8618,101.652,3543.77
0.0638,970.751,34.8628,101.657,3544.04
0.0639,970.798,34.8638,101.662,3544.31
0.064,970.844,34.8648,101.667,3544.58
0.0641,970.891,34.8657,101.671,3544.85
0.0642,970.937,34.8667,101.676,3545.12
0.0643,970.984,34.8677,101.681,3545.39
0.0644,971.03,34.8687,101.686,3545.66
0.0645,971.077,34.8696,101.691,3545.93
0.0646,971.123,34.8706,101.696,3546.19
0.0647,971.17,34.8716,101.701,3546.46
0.0648,971.216,34.8725,101.706,3546.73
0.0649,971.263,34.8735,101.71,3546.99
0.065,971.309,34.8744,101.715,3547.26
0.0651,971.356,34.8753,101.72,3547.52
0.0652,971.402,34.8763,101.725,3547.79
0.0653,971.449,34.8772,101.73,3548.05
0.0654,971.495,34.8781,101.735,3548.32
0.0655,971.542,34.879,101.74,3548.58
0.0656,971.589,34.88,101.745,3548.84
0.0657,971.635,34.8809,101.749,3549.11
0.0658,971.682,34.8818,101.754,3549.37
0.0659,971.728,34.8827,101.759,3549.63
0.066,971.775,34.8836,101.764,3549.89
0.0661,971.822,34.8844,101.769,3550.15
0.0662,971.868,34.8853,101.774,3550.41
0.0663,971.915,34.8862,101.779,3550.67
0.0664,971.962,34.8871,101.784,3550.93
0.0665,972.008,34.888,101.788,3551.19
0.0666,972.055,34.8888,101.793,3551.45
0.0667,972.102,34.8897,101.798,3551.71
0.0668,972.148,34.8906,101.803,3551.97
0.0669,972.195,34.8914,101.808,3552.23
0.067,972.242,34.8923,101.813,3552.48
0.0671,972.289,34.8931,101.818,3552.74
0.0672,972.335,34.894,101.823,3553
0.0673,972.382,34.8948,101.828,3553.25
0.0674,972.429,34.8956,101.833,3553.51
0.0675,972.476,34.8965,101.837,3553.76
0.0676,972.522,34.8973,101.842,3554.02
0.0677,972.569,34.8981,101.847,3554.27
0.0678,972.616,34.8989,101.852,3554.53
0.0679,972.663,34.8997,101.857,3554.78
0.068,972.71,34.9006,101.862,3555.04
0.0681,972.756,34.9014,101.867,3555.29
0.0682,972.803,34.9022,101.872,3555.54
0.0683,972.85,34.903,101.877,3555.8
0.0684,972.897,34.9038,101.882,3556.05
0.0685,972.944,34.9046,101.886,3556.3
0.0686,972.99,34.9054,101.891,3556.55
0.0687,973.037,34.9061,101.896,3556.8
0.0688,973.084,34.9069,101.901,3557.06
0.0689,973.131,34.9077,101.906,3557.31
0.069,973.178,34.9085,101.911,3557.56
0.0691,973.225,34.9093,101.916,3557.81
0.0692,973.272,34.91,101.921,3558.06
0.0693,973.319,34.9108,101.926,3558.31
0.0694,973.365,34.9116,101.931,3558.56
0.0695,973.412,34.9123,101.936,3558.81
0.0696,973.459,34.9131,101.94,3559.06
0.0697,973.506,34.9138,101.945,3559.3
0.0698,973.553,34.9146,101.95,3559.55
0.0699,973.6,34.9153,101.955,3559.8
0.07,973.647,34.9161,101.96,3560.05
0.0701,973.694,34.9168,101.965,3560.3
0.0702,973.741,34.9176,101.97,3560.54
0.0703,973.788,34.9183,101.975,3560.79
0.0704,973.835,34.919,101.98,3561.04
0.0705,973.882,34.9198,101.985,3561.28
0.0706,973.929,34.9205,101.99,3561.53
0.0707,973.976,34.9212,101.995,3561.77
0.0708,974.023,34.922,101.999,3562.02
0.0709,974.07,34.9227,102.004,3562.27
0.071,974.117,34.9234,102.009,3562.51
0.0711,974.164,34.9241,102.014,3562.76
0.0712,974.211,34.9248,102.019,3563
0.0713,974.258,34.9255,102.024,3563.24
0.0714,974.305,34.9262,102.029,3563.49
0.0715,974.352,34.9269,102.034,3563.73
0.0716,974.399,34.9276,102.039,3563.98
0.0717,974.446,34.9283,102.044,3564.22
0.0718,974.493,34.929,102.049,3564.46
0.0719,974.54,34.9297,102.054,3564.71
0.072,974.587,34.9304,102.059,3564.95
0.0721,974.635,34.9311,102.063,3565.19
0.0722,974.682,34.9318,102.068,3565.43
0.0723,974.729,34.9325,102.073,3565.68
0.0724,974.776,34.9332,102.078,3565.92
0.0725,974.823,34.9338,102.083,3566.16
0.0726,974.87,34.9345,102.088,3566.4
0.0727,974.917,34.9352,102.093,3566.64
0.0728,974.964,34.9359,102.098,3566.88
0.0729,975.011,34.9365,102.103,3567.12
0.073,975.059,34.9372,102.108,3567.36
0.0731,975.106,34.9379,102.113,3567.61
0.0732,975.153,34.9385,102.118,3567.85
0.0733,975.2,34.9392,102.123,3568.09
0.0734,975.247,34.9399,102.128,3568.33
0.0735,975.294,34.9405,102.133,3568.56
0.0736,975.342,34.9412,102.138,3568.8
0.0737,975.389,34.9418,102.142,3569.04
0.0738,975.436,34.9425,102.147,3569.28
0.0739,975.483,34.9431,102.152,3569.52
0.074,975.53,34.9438,102.157,3569.76
0.0741,975.578,34.9444,102.162,3570
0.0742,975.625,34.945,102.167,3570.24
0.0743,975.672,34.9457,102.172,3570.48
0.0744,975.719,34.9463,102.177,3570.71
0.0745,975.767,34.947,102.182,3570.95
0.0746,975.814,34.9476,102.187,3571.19
0.0747,975.861,34.9482,102.192,3571.43
0.0748,975.908,34.9489,102.197,3571.66
0.0749,975.956,34.9495,102.202,3571.9
0.075,976.003,34.9501,102.207,3572.14
0.0751,976.05,34.9507,102.212,3572.37
0.0752,976.097,34.9514,102.217,3572.61
0.0753,976.145,34.952,102.222,3572.85
0.0754,976.192,34.9526,102.227,3573.08
0.0755,976.239,34.9532,102.232,3573.32
0.0756,976.287,34.9538,102.236,3573.56
0.0757,976.334,34.9544,102.241,3573.79
0.0758,976.381,34.955,102.246,3574.03
0.0759,976.429,34.9557,102.251,3574.26
0.076,976.476,34.9563,102.256,3574.5
0.0761,976.523,34.9569,102.261,3574.73
0.0762,976.571,34.9575,102.266,3574.97
0.0763,976.618,34.9581,102.271,3575.2
0.0764,976.665,34.9587,102.276,3575.44
0.0765,976.713,34.9593,102.281,3575.67
0.0766,976.76,34.9599,102.286,3575.91
0.0767,976.807,34.9605,102.291,3576.14
0.0768,976.855,34.9611,102.296,3576.38
0.0769,976.902,34.9617,102.301,3576.61
0.077,976.949,34.9622,102.306,3576.84
0.0771,976.997,34.9628,102.311,3577.08
0.0772,977.044,34.9634,102.316,3577.31
0.0773,977.092,34.964,102.321,3577.54
0.0774,977.139,34.9646,102.326,3577.78
0.0775,977.186,34.9652,102.331,3578.01
0.0776,977.234,34.9658,102.336,3578.24
0.0777,977.281,34.9663,102.341,3578.48
0.0778,977.329,34.9669,102.346,3578.71
0.0779,977.376,34.9675,102.351,3578.94
0.078,977.424,34.9681,102.356,3579.18
0.0781,977.471,34.9686,102.361,3579.41
0.0782,977.519,34.9692,102.366,3579.64
0.0783,977.566,34.9698,102.37,3579.87
0.0784,977.613,34.9704,102.375,3580.11
0.0785,977.661,34.9709,102.38,3580.34
0.0786,977.708,34.9715,102.385,3580.57
0.0787,977.756,34.972,102.39,3580.8
0.0788,977.803,34.9726,102.395,3581.03
0.0789,977.851,34.9732,102.4,3581.26
0.079,977.898,34.9737,102.405,3581.5
0.0791,977.946,34.9743,102.41,3581.73
0.0792,977.993,34.9749,102.415,3581.96
0.0793,978.041,34.9754,102.42,3582.19
0.0794,978.088,34.976,102.425,3582.42
0.0795,978.136,34.9765,102.43,3582.65
0.0796,978.183,34.9771,102.435,3582.88
0.0797,978.231,34.9776,102.44,3583.11
0.0798,978.279,34.9782,102.445,3583.34
0.0799,978.326,34.9787,102.45,3583.57
0.08,978.374,34.9793,102.455,3583.8
0.0801,978.421,34.9798,102.46,3584.03
0.0802,978.469,34.9804,102.465,3584.26
0.0803,978.516,34.9809,102.47,3584.49
0.0804,978.564,34.9815,102.475,3584.72
0.0805,978.611,34.982,102.48,3584.95
0.0806,978.659,34.9825,102.485,3585.18
0.0807,978.707,34.9831,102.49,3585.41
0.0808,978.754,34.9836,102.495,3585.64
0.0809,978.802,34.9842,102.5,3585.87
0.081,978.849,34.9847,102.505,3586.1
0.0811,978.897,34.9852,102.51,3586.33
0.0812,978.945,34.9858,102.515,3586.56
0.0813,978.992,34.9863,102.52,3586.79
0.0814,979.04,34.9868,102.525,3587.02
0.0815,979.087,34.9873,102.53,3587.25
0.0816,979.135,34.9879,102.535,3587.47
0.0817,979.183,34.9884,102.54,3587.7
0.0818,979.23,34.9889,102.545,3587.93
0.0819,979.278,34.9895,102.55,3588.16
0.082,979.326,34.99,102.555,3588.39
0.0821,979.373,34.9905,102.56,3588.62
0.0822,979.421,34.991,102.565,3588.85
0.0823,979.469,34.9915,102.57,3589.07
0.0824,979.516,34.9921,102.575,3589.3
0.0825,979.564,34.9926,102.58,3589.53
0.0826,979.612,34.9931,102.585,3589.76
0.0827,979.659,34.9936,102.59,3589.98
0.0828,979.707,34.9941,102.595,3590.21
0.0829,979.755,34.9947,102.6,3590.44
0.083,979.802,34.9952,102.605,3590.67
0.0831,979.85,34.9957,102.61,3590.9
0.0832,979.898,34.9962,102.615,3591.12
0.0833,979.946,34.9967,102.62,3591.35
0.0834,979.993,34.9972,102.625,3591.58
0.0835,980.041,34.9977,102.63,3591.8
0.0836,980.089,34.9982,102.635,3592.03
0.0837,980.136,34.9987,102.64,3592.26
0.0838,980.184,34.9992,102.645,3592.49
0.0839,980.232,34.9998,102.65,3592.71
0.084,980.28,35.0003,102.655,3592.94
0.0841,980.327,35.0008,102.66,3593.17
0.0842,980.375,35.0013,102.665,3593.39
0.0843,980.423,35.0018,102.67,3593.62
0.0844,980.471,35.0023,102.675,3593.85
0.0845,980.519,35.0028,102.68,3594.07
0.0846,980.566,35.0033,102.685,3594.3
0.0847,980.614,35.0038,102.69,3594.53
0.0848,980.662,35.0043,102.695,3594.75
0.0849,980.71,35.0048,102.7,3594.98
0.085,980.757,35.0053,102.705,3595.2
0.0851,980.805,35.0058,102.71,3595.43
0.0852,980.853,35.0062,102.715,3595.66
0.0853,980.901,35.0067,102.72,3595.88
0.0854,980.949,35.0072,102.725,3596.11
0.0855,980.997,35.0077,102.73,3596.33
0.0856,981.044,35.0082,102.735,3596.56
0.0857,981.092,35.0087,102.74,3596.78
0.0858,981.14,35.0092,102.745,3597.01
0.0859,981.188,35.0097,102.75,3597.24
0.086,981.236,35.0102,102.755,3597.46
0.0861,981.284,35.0107,102.76,3597.69
0.0862,981.331,35.0111,102.765,3597.91
0.0863,981.379,35.0116,102.77,3598.14
0.0864,981.427,35.0121,102.775,3598.36
0.0865,981.475,35.0126,102.78,3598.59
0.0866,981.523,35.0131,102.785,3598.81
0.0867,981.571,35.0136,102.79,3599.04
0.0868,981.619,35.014,102.795,3599.26
0.0869,981.666,35.0145,102.8,3599.49
0.087,981.714,35.015,102.805,3599.71
0.0871,981.762,35.0155,102.81,3599.94
0.0872,981.81,35.016,102.815,3600.16
0.0873,981.858,35.0164,102.82,3600.39
0.0874,981.906,35.0169,102.825,3600.61
0.0875,981.954,35.0174,102.83,3600.84
0.0876,982.002,35.0179,102.835,3601.06
0.0877,982.05,35.0183,102.84,3601.29
0.0878,982.098,35.0188,102.845,3601.51
0.0879,982.146,35.0193,102.85,3601.74
0.088,982.194,35.0198,102.855,3601.96
0.0881,982.241,35.0202,102.86,3602.18
0.0882,982.289,35.0207,102.865,3602.41
0.0883,982.337,35.0212,102.87,3602.63
0.0884,982.385,35.0216,102.875,3602.86
0.0885,982.433,35.0221,102.88,3603.08
0.0886,982.481,35.0226,102.885,3603.31
0.0887,982.529,35.0231,102.89,3603.53
0.0888,982.577,35.0235,102.895,3603.75
0.0889,982.625,35.024,102.9,3603.98
0.089,982.673,35.0245,102.905,3604.2
0.0891,982.721,35.0249,102.91,3604.43
0.0892,982.769,35.0254,102.915,3604.65
0.0893,982.817,35.0258,102.92,3604.87
0.0894,982.865,35.0263,102.925,3605.1
0.0895,982.913,35.0268,102.93,3605.32
0.0896,982.961,35.0272,102.935,3605.54
0.0897,983.009,35.0277,102.94,3605.77
0.0898,983.057,35.0282,102.946,3605.99
0.0899,983.105,35.0286,102.951,3606.21
0.09,983.153,35.0291,102.956,3606.44
0.0901,983.201,35.0295,102.961,3606.66
0.0902,983.249,35.03,102.966,3606.89
0.0903,983.297,35.0305,102.971,3607.11
0.0904,983.345,35.0309,102.976,3607.33
0.0905,983.393,35.0314,102.981,3607.56
0.0906,983.441,35.0318,102.986,3607.78
0.0907,983.489,35.0323,102.991,3608
0.0908,983.538,35.0327,102.996,3608.23
0.0909,983.586,35.0332,103.001,3608.45
0.091,983.634,35.0336,103.006,3608.67
0.0911,983.682,35.0341,103.011,3608.89
0.0912,983.73,35.0346,103.016,3609.12
0.0913,983.778,35.035,103.021,3609.34
0.0914,983.826,35.0355,103.026,3609.56
0.0915,983.874,35.0359,103.031,3609.79
0.0916,983.922,35.0364,103.036,3610.01
0.0917,983.97,35.0368,103.041,3610.23
0.0918,984.018,35.0373,103.046,3610.46
0.0919,984.066,35.0377,103.051,3610.68
0.092,984.115,35.0382,103.056,3610.9
0.0921,984.163,35.0386,103.061,3611.12
0.0922,984.211,35.0391,103.066,3611.35
0.0923,984.259,35.0395,103.071,3611.57
0.0924,984.307,35.04,103.076,3611.79
0.0925,984.355,35.0404,103.081,3612.01
0.0926,984.403,35.0408,103.086,3612.24
0.0927,984.451,35.0413,103.092,3612.46
0.0928,984.5,35.0417,103.097,3612.68
0.0929,984.548,35.0422,103.102,3612.9
0.093,984.596,35.0426,103.107,3613.13
0.0931,984.644,35.0431,103.112,3613.35
0.0932,984.692,35.0435,103.117,3613.57
0.0933,984.74,35.044,103.122,3613.79
0.0934,984.789,35.0444,103.127,3614.02
0.0935,984.837,35.0448,103.132,3614.24
0.0936,984.885,35.0453,103.137,3614.46
0.0937,984.933,35.0457,103.142,3614.68
0.0938,984.981,35.0462,103.147,3614.91
0.0939,985.029,35.0466,103.152,3615.13
0.094,985.078,35.047,103.157,3615.35
0.0941,985.126,35.0475,103.162,3615.57
0.0942,985.174,35.0479,103.167,3615.79
0.0943,985.222,35.0484,103.172,3616.02
0.0944,985.27,35.0488,103.177,3616.24
0.0945,985.319,35.0492,103.182,3616.46
0.0946,985.367,35.0497,103.187,3616.68
0.0947,985.415,35.0501,103.192,3616.9
0.0948,985.463,35.0505,103.197,3617.13
0.0949,985.512,35.051,103.203,3617.35
0.095,985.56,35.0514,103.208,3617.57
0.0951,985.608,35.0518,103.213,3617.79
0.0952,985.656,35.0523,103.218,3618.01
0.0953,985.705,35.0527,103.223,3618.24
0.0954,985.753,35.0531,103.228,3618.46
0.0955,985.801,35.0536,103.233,3618.68
0.0956,985.849,35.054,103.238,3618.9
0.0957,985.898,35.0544,103.243,3619.12
0.0958,985.946,35.0549,103.248,3619.35
0.0959,985.994,35.0553,103.253,3619.57
0.096,986.042,35.0557,103.258,3619.79
0.0961,986.091,35.0562,103.263,3620.01
0.0962,986.139,35.0566,103.268,3620.23
0.0963,986.187,35.057,103.273,3620.45
0.0964,986.236,35.0575,103.278,3620.68
0.0965,986.284,35.0579,103.283,3620.9
0.0966,986.332,35.0583,103.288,3621.12
0.0967,986.381,35.0587,103.294,3621.34
0.0968,986.429,35.0592,103.299,3621.56
0.0969,986.477,35.0596,103.304,3621.78
0.097,986.525,35.06,103.309,3622.01
0.0971,986.574,35.0604,103.314,3622.23
0.0972,986.622,35.0609,103.319,3622.45
0.0973,986.67,35.0613,103.324,3622.67
0.0974,986.719,35.0617,103.329,3622.89
0.0975,986.767,35.0621,103.334,3623.11
0.0976,986.815,35.0626,103.339,3623.33
0.0977,986.864,35.063,103.344,3623.56
0.0978,986.912,35.0634,103.349,3623.78
0.0979,986.961,35.0638,103.354,3624
0.098,987.009,35.0643,103.359,3624.22
0.0981,987.057,35.0647,103.364,3624.44
0.0982,987.106,35.0651,103.369,3624.66
0.0983,987.154,35.0655,103.375,3624.88
0.0984,987.202,35.066,103.38,3625.1
0.0985,987.251,35.0664,103.385,3625.33
0.0986,987.299,35.0668,103.39,3625.55
0.0987,987.348,35.0672,103.395,3625.77
0.0988,987.396,35.0676,103.4,3625.99
0.0989,987.444,35.0681,103.405,3626.21
0.099,987.493,35.0685,103.41,3626.43
0.0991,987.541,35.0689,103.415,3626.65
0.0992,987.59,35.0693,103.42,3626.87
0.0993,987.638,35.0697,103.425,3627.1
0.0994,987.686,35.0702,103.43,3627.32
0.0995,987.735,35.0706,103.435,3627.54
0.0996,987.783,35.071,103.44,3627.76
0.0997,987.832,35.0714,103.445,3627.98
0.0998,987.88,35.0718,103.451,3628.2
0.0999,987.928,35.0723,103.456,3628.42
0.1,987.977,35.0727,103.461,3628.64
0.1001,988.025,35.0731,103.466,3628.86
0.1002,988.074,35.0734,103.471,3629.08
0.1003,988.122,35.0738,103.476,3629.29
0.1004,988.171,35.0741,103.481,3629.5
0.1005,988.219,35.0745,103.486,3629.72
0.1006,988.268,35.0748,103.491,3629.93
0.1007,988.316,35.0752,103.496,3630.15
0.1008,988.365,35.0755,103.501,3630.36
0.1009,988.413,35.0759,103.506,3630.57
0.101,988.462,35.0762,103.511,3630.79
0.1011,988.51,35.0766,103.517,3631
0.1012,988.558,35.0769,103.522,3631.22
0.1013,988.607,35.0772,103.527,3631.43
0.1014,988.655,35.0776,103.532,3631.65
0.1015,988.704,35.0779,103.537,3631.86
0.1016,988.752,35.0783,103.542,3632.07
0.1017,988.801,35.0786,103.547,3632.29
0.1018,988.849,35.079,103.552,3632.5
0.1019,988.898,35.0793,103.557,3632.72
0.102,988.946,35.0797,103.562,3632.93
0.1021,988.995,35.08,103.567,3633.15
0.1022,989.043,35.0804,103.572,3633.36
0.1023,989.092,35.0807,103.577,3633.57
0.1024,989.141,35.0811,103.583,3633.79
0.1025,989.189,35.0814,103.588,3634
0.1026,989.238,35.0818,103.593,3634.22
0.1027,989.286,35.0821,103.598,3634.43
0.1028,989.335,35.0825,103.603,3634.65
0.1029,989.383,35.0828,103.608,3634.86
0.103,989.432,35.0832,103.613,3635.08
0.1031,989.48,35.0835,103.618,3635.29
0.1032,989.529,35.0839,103.623,3635.5
0.1033,989.577,35.0842,103.628,3635.72
0.1034,989.626,35.0846,103.633,3635.93
0.1035,989.674,35.0849,103.638,3636.15
0.1036,989.723,35.0853,103.644,3636.36
0.1037,989.772,35.0856,103.649,3636.58
0.1038,989.82,35.086,103.654,3636.79
0.1039,989.869,35.0863,103.659,3637.01
0.104,989.917,35.0867,103.664,3637.22
0.1041,989.966,35.087,103.669,3637.44
0.1042,990.014,35.0874,103.674,3637.65
0.1043,990.063,35.0877,103.679,3637.87
0.1044,990.112,35.0881,103.684,3638.08
0.1045,990.16,35.0884,103.689,3638.3
0.1046,990.209,35.0888,103.694,3638.51
0.1047,990.257,35.0891,103.7,3638.72
0.1048,990.306,35.0895,103.705,3638.94
0.1049,990.355,35.0898,103.71,3639.15
0.105,990.403,35.0902,103.715,3639.37
0.1051,990.452,35.0905,103.72,3639.58
0.1052,990.5,35.0909,103.725,3639.8
0.1053,990.549,35.0912,103.73,3640.01
0.1054,990.598,35.0916,103.735,3640.23
0.1055,990.646,35.0919,103.74,3640.44
0.1056,990.695,35.0923,103.745,3640.66
0.1057,990.744,35.0926,103.75,3640.87
0.1058,990.792,35.093,103.756,3641.09
0.1059,990.841,35.0933,103.761,3641.3
0.106,990.889,35.0937,103.766,3641.52
0.1061,990.938,35.094,103.771,3641.73
0.1062,990.987,35.0944,103.776,3641.95
0.1063,991.035,35.0947,103.781,3642.16
0.1064,991.084,35.0951,103.786,3642.38
0.1065,991.133,35.0954,103.791,3642.59
0.1066,991.181,35.0958,103.796,3642.81
0.1067,991.23,35.0961,103.801,3643.02
0.1068,991.279,35.0965,103.806,3643.24
0.1069,991.327,35.0968,103.812,3643.46
0.107,991.376,35.0972,103.817,3643.67
0.1071,991.425,35.0975,103.822,3643.89
0.1072,991.473,35.0979,103.827,3644.1
0.1073,991.522,35.0982,103.832,3644.32
0.1074,991.571,35.0986,103.837,3644.53
0.1075,991.619,35.0989,103.842,3644.75
0.1076,991.668,35.0993,103.847,3644.96
0.1077,991.717,35.0996,103.852,3645.18
0.1078,991.766,35.1,103.857,3645.39
0.1079,991.814,35.1003,103.863,3645.61
0.108,991.863,35.1007,103.868,3645.82
0.1081,991.912,35.101,103.873,3646.04
0.1082,991.96,35.1014,103.878,3646.26
0.1083,992.009,35.1017,103.883,3646.47
0.1084,992.058,35.1021,103.888,3646.69
0.1085,992.107,35.1024,103.893,3646.9
0.1086,992.155,35.1028,103.898,3647.12
0.1087,992.204,35.1031,103.903,3647.33
0.1088,992.253,35.1035,103.908,3647.55
0.1089,992.302,35.1038,103.914,3647.76
0.109,992.35,35.1042,103.919,3647.98
0.1091,992.399,35.1045,103.924,3648.2
0.1092,992.448,35.1049,103.929,3648.41
0.1093,992.497,35.1052,103.934,3648.63
0.1094,992.545,35.1056,103.939,3648.84
0.1095,992.594,35.1059,103.944,3649.06
0.1096,992.643,35.1063,103.949,3649.27
0.1097,992.692,35.1066,103.954,3649.49
0.1098,992.74,35.107,103.96,3649.71
0.1099,992.789,35.1073,103.965,3649.92
0.11,992.838,35.1077,103.97,3650.14
0.1101,992.887,35.108,103.975,3650.35
0.1102,992.935,35.1084,103.98,3650.57
0.1103,992.984,35.1087,103.985,3650.78
0.1104,993.033,35.1091,103.99,3651
0.1105,993.082,35.1094,103.995,3651.22
0.1106,993.131,35.1098,104,3651.43
0.1107,993.179,35.1101,104.006,3651.65
0.1108,993.228,35.1105,104.011,3651.86
0.1109,993.277,35.1108,104.016,3652.08
0.111,993.326,35.1112,104.021,3652.3
0.1111,993.375,35.1115,104.026,3652.51
0.1112,993.423,35.1119,104.031,3652.73
0.1113,993.472,35.1122,104.036,3652.94
0.1114,993.521,35.1126,104.041,3653.16
0.1115,993.57,35.113,104.046,3653.38
0.1116,993.619,35.1133,104.052,3653.59
0.1117,993.668,35.1137,104.057,3653.81
0.1118,993.716,35.114,104.062,3654.02
0.1119,993.765,35.1144,104.067,3654.24
0.112,993.814,35.1147,104.072,3654.46
0.1121,993.863,35.1151,104.077,3654.67
0.1122,993.912,35.1154,104.082,3654.89
0.1123,993.961,35.1158,104.087,3655.11
0.1124,994.009,35.1161,104.092,3655.32
0.1125,994.058,35.1165,104.098,3655.54
0.1126,994.107,35.1168,104.103,3655.75
0.1127,994.156,35.1172,104.108,3655.97
0.1128,994.205,35.1175,104.113,3656.19
0.1129,994.254,35.1179,104.118,3656.4
0.113,994.303,35.1182,104.123,3656.62
0.1131,994.352,35.1186,104.128,3656.84
0.1132,994.4,35.1189,104.133,3657.05
0.1133,994.449,35.1193,104.138,3657.27
0.1134,994.498,35.1196,104.144,3657.48
0.1135,994.547,35.12,104.149,3657.7
0.1136,994.596,35.1203,104.154,3657.92
0.1137,994.645,35.1207,104.159,3658.13
0.1138,994.694,35.121,104.164,3658.35
0.1139,994.743,35.1214,104.169,3658.57
0.114,994.792,35.1217,104.174,3658.78
0.1141,994.841,35.1221,104.179,3659
0.1142,994.889,35.1224,104.185,3659.22
0.1143,994.938,35.1228,104.19,3659.43
0.1144,994.987,35.1231,104.195,3659.65
0.1145,995.036,35.1235,104.2,3659.87
0.1146,995.085,35.1239,104.205,3660.08
0.1147,995.134,35.1242,104.21,3660.3
0.1148,995.183,35.1246,104.215,3660.52
0.1149,995.232,35.1249,104.22,3660.73
0.115,995.281,35.1253,104.226,3660.95
0.1151,995.33,35.1256,104.231,3661.17
0.1152,995.379,35.126,104.236,3661.38
0.1153,995.428,35.1263,104.241,3661.6
0.1154,995.477,35.1267,104.246,3661.82
0.1155,995.526,35.127,104.251,3662.03
0.1156,995.575,35.1274,104.256,3662.25
0.1157,995.624,35.1277,104.261,3662.47
0.1158,995.673,35.1281,104.267,3662.68
0.1159,995.722,35.1284,104.272,3662.9
0.116,995.77,35.1288,104.277,3663.12
0.1161,995.819,35.1291,104.282,3663.34
0.1162,995.868,35.1295,104.287,3663.55
0.1163,995.917,35.1298,104.292,3663.77
0.1164,995.966,35.1302,104.297,3663.99
0.1165,996.015,35.1305,104.302,3664.2
0.1166,996.064,35.1309,104.308,3664.42
0.1167,996.113,35.1313,104.313,3664.64
0.1168,996.162,35.1316,104.318,3664.85
0.1169,996.211,35.132,104.323,3665.07
0.117,996.26,35.1323,104.328,3665.29
